"CNTSTUID","ST097Q01TA","ST218Q03HA","ST218Q02HA","ST218Q06HA","ST218Q04HA","ST206Q04HA","ST206Q02HA","ST153Q03HA","ST176Q06IA","ST206Q01HA","ST176Q06IA_scaled","ST153Q03HA_scaled","Comm_valid_count","Communication_Score","Collab_valid_count","Collaboration_Score"
806047,4,4,2,4,4,4,4,1,2,4,1.75,4,5,3.6,5,3.55
806102,3,3,3,3,3,3,3,2,4,3,3.25,1,5,3,5,2.65
806190,3,4,4,4,4,4,3,1,5,3,4,4,5,3.8,5,3.6
806375,3,3,3,3,3,3,3,2,5,3,4,1,5,3,5,2.8
806446,3,4,3,3,3,3,3,2,2,3,1.75,1,5,3.2,5,2.35
806601,4,4,4,4,4,3,4,1,2,3,1.75,4,5,4,5,3.15
806849,3,3,2,3,NA,3,3,2,2,3,1.75,1,4,2.75,5,2.35
800082,4,3,3,3,3,3,3,1,2,NA,1.75,4,5,3.2,4,2.9375
800210,3,3,3,3,4,3,3,1,2,3,1.75,4,5,3.2,5,2.95
800737,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
800795,4,4,NA,4,NA,3,4,NA,NA,3,NA,NA,3,4,3,3.33333333333333
801111,3,4,3,3,3,3,2,1,2,2,1.75,4,5,3.2,5,2.55
801213,4,4,4,4,4,3,3,1,3,3,2.5,4,5,4,5,3.1
801800,4,4,2,4,3,2,2,1,NA,1,NA,4,5,3.4,4,2.25
801859,4,4,4,4,4,4,4,1,3,4,2.5,4,5,4,5,3.7
801885,3,4,3,4,4,3,3,1,2,3,1.75,4,5,3.6,5,2.95
801968,4,NA,2,3,3,1,3,2,2,3,1.75,1,4,3,5,1.95
801991,3,3,3,3,3,4,3,1,2,3,1.75,4,5,3,5,3.15
802085,3,4,3,4,4,4,4,1,2,4,1.75,4,5,3.6,5,3.55
802094,2,3,3,3,3,4,4,2,2,4,1.75,1,5,2.8,5,2.95
802200,4,4,4,4,4,4,3,1,3,4,2.5,4,5,4,5,3.5
802392,3,3,2,4,3,4,3,1,2,3,1.75,4,5,3,5,3.15
802393,4,3,3,4,4,4,4,1,3,4,2.5,4,5,3.6,5,3.7
802669,3,4,4,4,4,1,4,1,3,4,2.5,4,5,3.8,5,3.1
802687,1,3,3,2,2,3,3,2,2,2,1.75,1,5,2.2,5,2.15
802788,4,4,3,4,3,3,4,1,2,4,1.75,4,5,3.6,5,3.35
802957,3,3,4,4,4,4,4,1,2,4,1.75,4,5,3.6,5,3.55
803789,3,4,4,4,3,3,3,1,4,3,3.25,4,5,3.6,5,3.25
803971,3,4,4,4,4,4,4,2,4,3,3.25,1,5,3.8,5,3.05
804065,3,3,3,3,3,4,4,2,3,4,2.5,1,5,3,5,3.1
804273,4,4,3,4,4,4,4,1,3,4,2.5,4,5,3.8,5,3.7
804474,3,4,3,3,3,3,3,2,2,3,1.75,1,5,3.2,5,2.35
804714,3,4,3,3,3,3,4,2,2,3,1.75,1,5,3.2,5,2.55
804727,3,4,3,3,3,4,4,2,2,4,1.75,1,5,3.2,5,2.95
804777,3,4,3,3,4,2,3,1,2,3,1.75,4,5,3.4,5,2.75
805045,3,3,3,4,3,4,3,1,4,3,3.25,4,5,3.2,5,3.45
805125,3,4,3,4,4,4,4,2,2,4,1.75,1,5,3.6,5,2.95
805294,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
805642,4,3,3,4,4,3,3,2,4,3,3.25,1,5,3.6,5,2.65
805784,4,3,3,4,3,4,4,1,3,4,2.5,4,5,3.4,5,3.7
805969,2,4,4,2,2,4,3,1,3,3,2.5,4,5,2.8,5,3.3
805996,3,3,3,3,3,4,4,1,3,4,2.5,4,5,3,5,3.7
806305,4,4,4,4,4,4,4,1,2,4,1.75,4,5,4,5,3.55
806539,3,4,4,4,4,3,3,1,2,3,1.75,4,5,3.8,5,2.95
806585,3,3,3,3,3,3,3,1,3,3,2.5,4,5,3,5,3.1
806657,3,3,2,3,4,3,3,2,2,2,1.75,1,5,3,5,2.15
806771,4,4,4,4,4,4,4,1,2,4,1.75,4,5,4,5,3.55
800801,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
801546,3,3,3,3,3,3,3,1,4,3,3.25,4,5,3,5,3.25
803187,4,3,3,3,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
803239,2,4,4,4,4,4,4,NA,5,4,4,NA,5,3.6,4,4
803766,4,4,4,4,4,1,1,1,3,1,2.5,4,5,4,5,1.9
803968,4,3,3,3,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
800018,3,3,3,3,3,3,3,1,3,3,2.5,4,5,3,5,3.1
800053,4,3,3,3,3,3,3,1,5,3,4,4,5,3.2,5,3.4
800070,4,4,4,4,4,3,3,1,3,3,2.5,4,5,4,5,3.1
800286,4,4,4,4,4,4,4,1,3,4,2.5,4,5,4,5,3.7
800343,4,4,4,4,4,4,4,1,3,4,2.5,4,5,4,5,3.7
800421,3,3,3,3,3,2,3,1,4,3,3.25,4,5,3,5,3.05
800525,4,4,4,3,3,3,3,2,4,3,3.25,1,5,3.6,5,2.65
801470,4,3,3,3,3,4,4,1,2,4,1.75,4,5,3.2,5,3.55
801661,4,4,4,4,4,4,4,1,4,4,3.25,4,5,4,5,3.85
801808,4,1,1,1,1,2,1,2,5,1,4,1,5,1.6,5,1.8
801823,2,3,3,3,3,3,4,2,4,3,3.25,1,5,2.8,5,2.85
802256,3,3,3,3,3,2,2,1,4,2,3.25,4,5,3,5,2.65
802282,3,4,4,4,4,2,2,2,3,1,2.5,1,5,3.8,5,1.7
802567,4,4,4,4,4,3,3,1,2,3,1.75,4,5,4,5,2.95
802686,4,4,4,4,4,2,2,1,4,3,3.25,4,5,4,5,2.85
802725,4,3,3,3,3,3,3,2,2,3,1.75,1,5,3.2,5,2.35
802839,4,3,4,4,3,4,4,1,3,4,2.5,4,5,3.6,5,3.7
802867,4,2,2,2,2,2,2,1,3,2,2.5,4,5,2.4,5,2.5
803491,3,3,3,3,3,3,3,1,3,3,2.5,4,5,3,5,3.1
803550,1,3,4,4,3,4,4,2,5,4,4,1,5,3,5,3.4
803604,4,3,2,2,3,3,3,2,5,3,4,1,5,2.8,5,2.8
804337,1,4,4,3,3,4,2,2,5,2,4,1,5,3,5,2.6
804519,4,3,3,4,4,4,3,2,2,3,1.75,1,5,3.6,5,2.55
804731,3,2,3,2,3,3,3,2,4,2,3.25,1,5,2.6,5,2.45
804909,4,3,3,3,3,3,3,1,2,2,1.75,4,5,3.2,5,2.75
804954,4,2,2,2,2,4,3,1,3,3,2.5,4,5,2.4,5,3.3
804980,4,3,3,3,3,3,4,1,3,3,2.5,4,5,3.2,5,3.3
805002,3,3,2,3,3,2,3,2,2,3,1.75,1,5,2.8,5,2.15
805347,4,3,3,3,3,1,4,1,3,3,2.5,4,5,3.2,5,2.9
805592,4,3,3,3,4,4,3,2,4,3,3.25,1,5,3.4,5,2.85
805708,4,1,2,3,2,2,2,1,2,1,1.75,4,5,2.4,5,2.15
805744,3,4,3,3,3,3,2,1,2,3,1.75,4,5,3.2,5,2.75
805888,3,2,2,3,3,3,2,2,5,2,4,1,5,2.6,5,2.4
805924,4,3,4,4,4,4,3,1,5,3,4,4,5,3.8,5,3.6
805965,4,4,2,2,2,3,3,1,4,4,3.25,4,5,2.8,5,3.45
806212,3,3,3,3,3,3,4,1,2,3,1.75,4,5,3,5,3.15
806241,4,3,3,3,3,3,3,NA,5,3,4,NA,5,3.2,4,3.25
806671,4,3,3,3,3,3,4,2,2,4,1.75,1,5,3.2,5,2.75
806729,3,3,3,3,4,3,3,1,2,3,1.75,4,5,3.2,5,2.95
800519,4,4,3,4,4,3,3,1,5,2,4,4,5,3.8,5,3.2
800854,3,3,3,3,4,4,3,1,4,4,3.25,4,5,3.2,5,3.65
800992,4,4,3,3,4,4,4,2,2,4,1.75,1,5,3.6,5,2.95
801021,4,3,3,3,3,3,3,2,NA,3,NA,1,5,3.2,4,2.5
801424,4,4,4,4,4,4,4,1,5,4,4,4,5,4,5,4
801462,4,3,3,3,3,3,3,2,1,3,1,1,5,3.2,5,2.2
801803,4,3,4,3,3,3,2,1,4,3,3.25,4,5,3.4,5,3.05
802068,4,4,3,3,4,3,3,1,4,3,3.25,4,5,3.6,5,3.25
802386,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
802680,4,3,3,4,3,3,3,2,3,3,2.5,1,5,3.4,5,2.5
802763,4,2,3,4,3,4,4,1,4,4,3.25,4,5,3.2,5,3.85
802772,4,3,3,4,4,4,3,1,4,3,3.25,4,5,3.6,5,3.45
802792,4,4,4,4,4,4,3,1,4,3,3.25,4,5,4,5,3.45
802981,3,4,4,4,4,4,4,1,2,4,1.75,4,5,3.8,5,3.55
802982,4,3,4,3,4,3,3,1,2,3,1.75,4,5,3.6,5,2.95
803169,3,4,4,4,4,4,4,2,5,4,4,1,5,3.8,5,3.4
803182,3,4,3,3,3,2,2,2,4,2,3.25,1,5,3.2,5,2.05
803281,4,3,3,3,3,3,NA,2,2,3,1.75,1,5,3.2,4,2.1875
803352,4,3,4,4,4,4,4,2,2,4,1.75,1,5,3.8,5,2.95
803538,3,3,4,3,3,4,4,1,3,4,2.5,4,5,3.2,5,3.7
803723,4,4,3,4,4,4,4,1,3,4,2.5,4,5,3.8,5,3.7
803827,4,4,4,3,4,3,3,2,2,3,1.75,1,5,3.8,5,2.35
804291,3,4,4,4,3,4,4,1,3,4,2.5,4,5,3.6,5,3.7
804467,4,4,4,4,4,3,3,1,4,3,3.25,4,5,4,5,3.25
804560,4,4,4,4,4,3,4,2,3,4,2.5,1,5,4,5,2.9
804662,4,4,4,4,4,4,4,1,2,4,1.75,4,5,4,5,3.55
804919,4,2,2,2,2,4,4,1,4,4,3.25,4,5,2.4,5,3.85
804935,4,4,4,4,4,3,4,1,5,4,4,4,5,4,5,3.8
805022,4,2,3,3,4,3,4,1,2,3,1.75,4,5,3.2,5,3.15
805028,2,4,3,4,4,2,2,1,3,2,2.5,4,5,3.4,5,2.5
805226,4,NA,3,3,4,3,4,1,4,4,3.25,4,4,3.5,5,3.65
805704,4,4,4,3,4,4,4,1,2,4,1.75,4,5,3.8,5,3.55
805739,4,3,3,3,3,4,4,1,2,4,1.75,4,5,3.2,5,3.55
805749,4,4,4,4,4,3,4,1,4,4,3.25,4,5,4,5,3.65
806245,3,4,4,4,4,3,3,2,2,3,1.75,1,5,3.8,5,2.35
806293,4,3,3,3,3,3,3,1,3,3,2.5,4,5,3.2,5,3.1
806336,3,3,4,3,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
806557,4,4,4,4,4,4,4,1,4,4,3.25,4,5,4,5,3.85
806751,3,4,4,4,3,2,2,2,3,2,2.5,1,5,3.6,5,1.9
806781,4,3,3,3,3,3,3,2,5,3,4,1,5,3.2,5,2.8
806786,3,2,3,2,3,2,3,1,4,1,3.25,4,5,2.6,5,2.65
800008,4,2,3,2,3,3,4,2,5,4,4,1,5,2.8,5,3.2
800261,3,4,4,3,4,3,3,1,4,3,3.25,4,5,3.6,5,3.25
801310,4,4,4,4,4,4,3,1,3,4,2.5,4,5,4,5,3.5
802191,3,3,3,3,3,2,3,1,4,4,3.25,4,5,3,5,3.25
802642,3,3,3,3,3,3,3,1,5,4,4,4,5,3,5,3.6
802773,1,4,NA,4,4,2,2,1,5,2,4,4,4,3.25,5,2.8
802999,4,3,2,2,3,3,3,1,4,3,3.25,4,5,2.8,5,3.25
803326,4,3,3,4,3,4,4,1,4,4,3.25,4,5,3.4,5,3.85
803415,4,3,3,3,3,NA,NA,1,2,3,1.75,4,5,3.2,3,2.91666666666667
803960,3,2,2,2,2,2,4,2,5,4,4,1,5,2.2,5,3
804058,1,4,3,3,2,4,4,1,3,4,2.5,4,5,2.6,5,3.7
804096,3,3,3,3,3,4,4,1,2,4,1.75,4,5,3,5,3.55
804505,3,3,2,1,2,2,2,2,2,1,1.75,1,5,2.2,5,1.55
804534,4,4,4,4,4,3,3,1,2,3,1.75,4,5,4,5,2.95
804874,3,4,4,4,4,2,4,1,5,4,4,4,5,3.8,5,3.6
804932,4,3,3,2,3,3,2,1,5,3,4,4,5,3,5,3.2
805153,3,3,3,3,3,3,2,1,3,2,2.5,4,5,3,5,2.7
805567,4,2,2,2,2,4,3,2,3,3,2.5,1,5,2.4,5,2.7
805645,4,4,3,4,3,4,4,1,5,4,4,4,5,3.6,5,4
806038,4,4,4,4,4,4,4,1,5,4,4,4,5,4,5,4
806130,3,3,3,3,3,NA,NA,1,3,2,2.5,4,5,3,3,2.83333333333333
806649,4,4,4,4,4,3,3,1,4,3,3.25,4,5,4,5,3.25
800341,2,3,2,4,4,3,2,1,NA,1,NA,4,5,3,4,2.5
800608,3,4,3,4,3,2,3,2,2,3,1.75,1,5,3.4,5,2.15
800860,3,3,2,3,3,1,2,2,NA,1,NA,1,5,2.8,4,1.25
800866,4,1,2,1,1,4,NA,1,5,1,4,4,5,1.8,4,3.25
801486,4,4,3,3,3,2,3,2,3,3,2.5,1,5,3.4,5,2.3
801523,4,3,3,3,3,2,3,2,5,2,4,1,5,3.2,5,2.4
801614,1,3,4,NA,4,2,2,1,3,1,2.5,4,4,3,5,2.3
801853,NA,3,3,3,3,3,3,1,2,3,1.75,4,4,3,5,2.95
802076,1,NA,3,NA,2,4,3,1,NA,3,NA,4,3,2,4,3.5
802108,1,3,3,3,3,3,3,2,4,3,3.25,1,5,2.6,5,2.65
802117,3,3,NA,3,3,3,3,NA,3,3,2.5,NA,4,3,4,2.875
802448,3,4,2,3,4,3,3,2,4,3,3.25,1,5,3.2,5,2.65
802538,3,1,1,1,1,1,1,1,NA,1,NA,4,5,1.4,4,1.75
802555,3,3,3,3,2,3,3,1,2,2,1.75,4,5,2.8,5,2.75
802933,3,3,3,3,3,2,3,2,3,2,2.5,1,5,3,5,2.1
803008,3,3,3,4,3,2,3,1,4,3,3.25,4,5,3.2,5,3.05
803061,3,3,3,3,3,4,4,1,2,4,1.75,4,5,3,5,3.55
803181,3,4,4,4,4,4,4,1,5,4,4,4,5,3.8,5,4
803235,1,4,4,4,4,3,3,2,5,4,4,1,5,3.4,5,3
803839,4,3,3,3,3,3,3,1,3,3,2.5,4,5,3.2,5,3.1
804589,3,3,3,3,3,2,4,1,5,4,4,4,5,3,5,3.6
804680,4,3,3,4,2,3,3,1,5,3,4,4,5,3.2,5,3.4
804706,4,4,3,3,4,4,2,2,3,3,2.5,1,5,3.6,5,2.5
804924,3,3,3,3,3,3,3,NA,4,3,3.25,NA,5,3,4,3.0625
805084,4,3,2,2,2,2,2,NA,NA,2,NA,NA,5,2.6,3,2
805120,2,3,4,3,3,3,2,2,2,2,1.75,1,5,3,5,1.95
805836,2,3,3,3,3,3,3,1,4,3,3.25,4,5,2.8,5,3.25
805907,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
806263,4,3,3,4,4,3,3,1,3,3,2.5,4,5,3.6,5,3.1
806529,3,2,2,2,2,2,2,1,2,2,1.75,4,5,2.2,5,2.35
806629,3,3,3,3,4,4,4,1,3,4,2.5,4,5,3.2,5,3.7
806728,3,3,3,3,3,3,3,1,5,3,4,4,5,3,5,3.4
805030,3,4,4,3,4,4,4,2,2,3,1.75,1,5,3.6,5,2.75
805374,4,3,3,3,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
805709,3,4,4,3,3,4,4,1,3,4,2.5,4,5,3.4,5,3.7
801926,4,3,3,3,3,3,3,2,4,3,3.25,1,5,3.2,5,2.65
804939,4,3,3,3,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
800256,4,3,3,3,3,2,4,1,3,3,2.5,4,5,3.2,5,3.1
800620,3,3,3,3,3,4,4,1,4,4,3.25,4,5,3,5,3.85
800680,4,3,3,3,3,3,3,1,3,3,2.5,4,5,3.2,5,3.1
803301,4,4,4,4,4,4,4,2,1,4,1,1,5,4,5,2.8
803494,4,4,4,4,4,4,4,1,4,4,3.25,4,5,4,5,3.85
803850,3,4,4,4,4,3,3,1,2,3,1.75,4,5,3.8,5,2.95
803858,4,3,3,3,3,3,3,2,3,3,2.5,1,5,3.2,5,2.5
805629,4,3,3,3,3,3,3,1,5,3,4,4,5,3.2,5,3.4
805908,4,4,4,4,4,4,4,1,3,4,2.5,4,5,4,5,3.7
806754,4,3,NA,4,4,3,3,1,4,3,3.25,4,4,3.75,5,3.25
806797,4,4,4,4,4,4,4,1,2,4,1.75,4,5,4,5,3.55
800502,4,4,3,3,4,3,3,1,2,3,1.75,4,5,3.6,5,2.95
804236,4,3,3,3,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
800733,4,4,4,4,4,4,4,2,3,4,2.5,1,5,4,5,3.1
801127,4,4,3,3,4,3,4,1,3,4,2.5,4,5,3.6,5,3.5
801747,3,3,2,3,2,4,2,2,5,1,4,1,5,2.6,5,2.4
801755,4,3,3,3,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
801776,4,3,3,3,2,3,3,2,3,3,2.5,1,5,3,5,2.5
802066,1,1,1,1,1,4,4,2,1,1,1,1,5,1,5,2.2
802371,4,4,3,4,4,4,4,1,2,4,1.75,4,5,3.8,5,3.55
802926,3,3,3,3,3,3,3,1,5,3,4,4,5,3,5,3.4
803560,4,3,2,3,4,3,4,2,3,4,2.5,1,5,3.2,5,2.9
804334,4,4,4,3,4,4,4,1,2,4,1.75,4,5,3.8,5,3.55
805771,3,3,3,3,3,4,4,2,2,2,1.75,1,5,3,5,2.55
805799,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
806216,4,3,4,4,3,4,4,1,4,4,3.25,4,5,3.6,5,3.85
806247,4,4,4,4,4,3,3,1,5,3,4,4,5,4,5,3.4
806394,4,4,4,4,4,3,4,1,4,3,3.25,4,5,4,5,3.45
806462,4,3,3,4,4,3,3,1,4,3,3.25,4,5,3.6,5,3.25
800314,2,4,3,4,3,2,3,1,3,3,2.5,4,5,3.2,5,2.9
800606,3,3,3,3,3,2,2,1,1,2,1,4,5,3,5,2.2
801124,3,3,3,3,3,4,4,1,3,4,2.5,4,5,3,5,3.7
801199,3,NA,2,2,NA,4,2,2,2,4,1.75,1,3,2.33333333333333,5,2.55
801557,1,4,3,3,3,2,4,2,2,4,1.75,1,5,2.8,5,2.55
802430,1,4,2,4,4,4,4,1,4,3,3.25,4,5,3,5,3.65
802537,3,3,3,4,3,2,2,NA,2,1,1.75,NA,5,3.2,4,1.6875
802613,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
802910,3,3,3,3,3,4,4,2,4,4,3.25,1,5,3,5,3.25
803313,3,3,2,3,3,2,3,2,2,3,1.75,1,5,2.8,5,2.15
804235,4,4,4,3,3,4,3,1,3,4,2.5,4,5,3.6,5,3.5
804369,3,2,3,3,3,3,3,2,2,2,1.75,1,5,2.8,5,2.15
804957,4,3,3,4,3,2,1,2,3,1,2.5,1,5,3.4,5,1.5
805130,4,3,3,3,NA,2,3,1,5,2,4,4,4,3.25,5,3
805628,3,4,4,2,3,3,2,2,2,2,1.75,1,5,3.2,5,1.95
805703,1,2,2,2,3,3,3,2,3,3,2.5,1,5,2,5,2.5
805735,3,2,2,3,2,2,2,1,4,4,3.25,4,5,2.4,5,3.05
806448,4,4,NA,4,4,3,4,1,2,3,1.75,4,4,4,5,3.15
800546,4,4,4,4,4,4,4,1,2,4,1.75,4,5,4,5,3.55
800618,4,3,3,3,3,3,3,1,1,3,1,4,5,3.2,5,2.8
800712,4,3,3,3,3,4,4,1,5,4,4,4,5,3.2,5,4
801868,4,4,4,4,4,4,4,1,4,4,3.25,4,5,4,5,3.85
801936,4,3,3,3,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
802059,4,4,4,4,4,4,4,1,2,4,1.75,4,5,4,5,3.55
803125,4,4,4,4,4,4,3,1,3,4,2.5,4,5,4,5,3.5
803840,4,3,3,4,3,4,4,1,5,4,4,4,5,3.4,5,4
804239,4,3,3,3,3,3,3,1,1,4,1,4,5,3.2,5,3
804311,3,4,4,4,4,3,3,1,4,4,3.25,4,5,3.8,5,3.45
804699,4,3,3,3,3,3,4,2,5,3,4,1,5,3.2,5,3
805189,4,4,4,4,4,3,3,1,4,3,3.25,4,5,4,5,3.25
805717,2,3,3,3,3,3,3,1,2,3,1.75,4,5,2.8,5,2.95
805931,4,4,3,3,4,3,3,1,5,3,4,4,5,3.6,5,3.4
806208,4,3,3,3,3,4,4,1,3,4,2.5,4,5,3.2,5,3.7
806265,4,4,4,4,4,4,4,1,4,4,3.25,4,5,4,5,3.85
806530,4,4,4,4,4,4,4,1,4,3,3.25,4,5,4,5,3.65
806597,4,4,3,3,4,3,3,1,5,3,4,4,5,3.6,5,3.4
800890,3,3,3,3,3,3,2,1,3,3,2.5,4,5,3,5,2.9
800957,4,4,4,4,4,4,4,1,3,4,2.5,4,5,4,5,3.7
801372,4,3,3,3,4,4,4,1,3,4,2.5,4,5,3.4,5,3.7
801534,4,4,4,4,3,4,4,1,4,4,3.25,4,5,3.8,5,3.85
802030,4,4,4,4,4,4,4,1,5,4,4,4,5,4,5,4
802382,3,4,3,4,4,2,2,2,2,2,1.75,1,5,3.6,5,1.75
802410,3,4,4,4,4,4,4,1,3,4,2.5,4,5,3.8,5,3.7
803288,4,4,3,4,4,4,3,1,5,4,4,4,5,3.8,5,3.8
803886,4,4,4,4,4,4,4,1,4,4,3.25,4,5,4,5,3.85
803995,3,4,4,4,4,3,3,1,5,3,4,4,5,3.8,5,3.4
804099,4,4,4,4,4,4,4,1,5,4,4,4,5,4,5,4
804509,3,3,3,3,3,3,3,2,5,3,4,1,5,3,5,2.8
804593,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
804750,2,3,3,4,3,4,4,1,2,4,1.75,4,5,3,5,3.55
805227,3,3,3,4,3,3,3,1,4,3,3.25,4,5,3.2,5,3.25
805373,4,3,3,3,3,3,3,2,2,2,1.75,1,5,3.2,5,2.15
805935,3,3,3,4,4,3,3,1,4,3,3.25,4,5,3.4,5,3.25
806258,3,4,4,4,4,4,4,1,4,4,3.25,4,5,3.8,5,3.85
806627,4,4,4,4,4,4,4,1,4,4,3.25,4,5,4,5,3.85
800030,4,3,3,3,3,1,2,1,1,2,1,4,5,3.2,5,2
802407,3,3,3,3,3,3,3,1,4,3,3.25,4,5,3,5,3.25
804963,4,3,3,3,3,3,3,2,3,3,2.5,1,5,3.2,5,2.5
801362,4,3,3,3,3,3,2,1,4,2,3.25,4,5,3.2,5,2.85
803131,4,4,3,4,2,2,2,1,3,2,2.5,4,5,3.4,5,2.5
800513,3,4,4,4,3,3,4,2,2,3,1.75,1,5,3.6,5,2.55
800628,3,3,3,3,3,3,3,1,5,3,4,4,5,3,5,3.4
800750,1,2,2,3,3,2,2,1,4,2,3.25,4,5,2.2,5,2.65
800797,4,4,3,3,4,2,4,1,2,3,1.75,4,5,3.6,5,2.95
801956,1,4,4,4,4,3,3,2,3,3,2.5,1,5,3.4,5,2.5
802054,3,4,4,3,4,3,3,2,2,3,1.75,1,5,3.6,5,2.35
802494,4,3,4,3,3,2,3,2,2,3,1.75,1,5,3.4,5,2.15
802846,3,3,3,4,4,3,3,1,3,3,2.5,4,5,3.4,5,3.1
803146,4,4,4,4,4,3,3,1,2,3,1.75,4,5,4,5,2.95
803209,3,4,3,3,3,2,2,1,4,2,3.25,4,5,3.2,5,2.65
804354,3,4,4,4,4,4,2,1,2,2,1.75,4,5,3.8,5,2.75
804586,2,3,3,4,4,3,4,2,4,3,3.25,1,5,3.2,5,2.85
804646,3,3,2,3,2,3,3,1,4,2,3.25,4,5,2.6,5,3.05
804846,4,4,4,3,3,3,3,2,4,4,3.25,1,5,3.6,5,2.85
805149,4,4,4,4,4,4,4,1,2,4,1.75,4,5,4,5,3.55
805415,3,3,3,3,3,3,3,1,4,3,3.25,4,5,3,5,3.25
805747,4,3,3,3,3,3,3,1,4,3,3.25,4,5,3.2,5,3.25
805783,2,4,4,4,4,1,2,2,5,2,4,1,5,3.6,5,2
806382,3,3,3,3,NA,2,2,1,3,2,2.5,4,4,3,5,2.5
806526,4,4,4,4,4,3,4,1,3,4,2.5,4,5,4,5,3.5
801561,4,3,3,3,3,3,3,1,4,3,3.25,4,5,3.2,5,3.25
803020,4,3,3,3,3,3,3,1,1,3,1,4,5,3.2,5,2.8
803600,3,3,3,3,3,3,3,2,1,3,1,1,5,3,5,2.2
800991,2,3,2,3,3,3,3,1,2,3,1.75,4,5,2.6,5,2.95
801335,4,4,4,4,4,4,4,1,3,4,2.5,4,5,4,5,3.7
801759,4,4,4,4,4,4,4,1,5,4,4,4,5,4,5,4
802510,1,NA,4,4,3,3,3,1,4,3,3.25,4,4,3,5,3.25
802545,4,3,3,3,3,3,3,2,4,3,3.25,1,5,3.2,5,2.65
802570,4,2,3,3,3,4,3,1,5,3,4,4,5,3,5,3.6
804068,4,3,3,3,3,4,4,1,5,4,4,4,5,3.2,5,4
805333,4,3,3,3,3,3,3,1,3,3,2.5,4,5,3.2,5,3.1
805585,4,4,4,4,4,4,4,1,5,4,4,4,5,4,5,4
806122,3,4,4,4,4,4,4,2,2,4,1.75,1,5,3.8,5,2.95
800010,4,4,3,3,4,3,3,1,4,3,3.25,4,5,3.6,5,3.25
800202,2,4,4,4,4,4,4,1,5,4,4,4,5,3.6,5,4
800284,3,4,4,4,3,3,3,2,4,3,3.25,1,5,3.6,5,2.65
800528,4,4,4,4,4,4,4,1,3,4,2.5,4,5,4,5,3.7
800697,3,4,3,4,3,3,3,2,3,3,2.5,1,5,3.4,5,2.5
800949,3,4,4,3,4,4,4,2,2,4,1.75,1,5,3.6,5,2.95
801066,3,3,4,4,3,2,3,1,2,3,1.75,4,5,3.4,5,2.75
801254,4,4,3,4,4,4,4,1,5,4,4,4,5,3.8,5,4
801288,4,3,3,4,4,4,4,1,5,4,4,4,5,3.6,5,4
801298,4,3,3,3,3,3,3,1,4,3,3.25,4,5,3.2,5,3.25
801361,3,4,4,4,4,4,4,NA,4,4,3.25,NA,5,3.8,4,3.8125
801391,2,4,3,3,3,2,3,1,3,2,2.5,4,5,3,5,2.7
802152,3,3,4,4,4,4,4,1,3,4,2.5,4,5,3.6,5,3.7
802157,4,4,3,4,4,3,3,2,2,3,1.75,1,5,3.8,5,2.35
802159,3,3,3,3,3,3,3,1,3,3,2.5,4,5,3,5,3.1
802240,4,1,2,1,1,3,3,2,4,3,3.25,1,5,1.8,5,2.65
802340,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
802398,3,4,4,3,3,3,4,1,3,4,2.5,4,5,3.4,5,3.5
802530,4,4,4,4,4,4,4,1,3,4,2.5,4,5,4,5,3.7
803014,4,3,3,3,3,3,4,2,3,1,2.5,1,5,3.2,5,2.3
803420,4,4,4,4,4,4,4,1,4,4,3.25,4,5,4,5,3.85
803508,3,3,4,4,3,4,4,1,3,4,2.5,4,5,3.4,5,3.7
803578,3,3,3,2,3,4,4,1,1,4,1,4,5,2.8,5,3.4
803698,3,3,4,3,3,4,4,2,5,4,4,1,5,3.2,5,3.4
803754,3,3,3,2,2,3,3,1,5,3,4,4,5,2.6,5,3.4
803961,4,2,2,3,2,4,3,1,4,3,3.25,4,5,2.6,5,3.45
804046,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
804052,2,3,3,3,3,2,3,2,3,2,2.5,1,5,2.8,5,2.1
804149,3,4,4,4,3,4,4,2,3,4,2.5,1,5,3.6,5,3.1
804160,3,4,4,4,4,4,4,1,4,4,3.25,4,5,3.8,5,3.85
804256,3,3,3,3,3,3,3,1,4,3,3.25,4,5,3,5,3.25
804611,3,3,3,3,4,4,4,1,5,4,4,4,5,3.2,5,4
